queryid	query	source	rank	top	bottom	score	url	result_height
44	关于秋天的作文500字	haosou	4	809	1125.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%2598%25A5%25E5%25A4%25A9%26pq%3D%25E5%2585%25B3%25E4%25BA%258E%25E7%25A7%258B%25E5%25A4%25A9%25E7%259A%2584%25E4%25BD%259C%25E6%2596%2587500%25E5%25AD%2597%26src%3Dmso_recommend&m=7902e5&from=m.so.com	2741
42	韩剧步步惊心丽	haosou	4	768	1084.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%259C%25A8%25E6%259D%2591%25E6%258B%2593%25E5%2593%2589%26pq%3D%25E9%259F%25A9%25E5%2589%25A7%25E6%25AD%25A5%25E6%25AD%25A5%25E6%2583%258A%25E5%25BF%2583%25E4%25B8%25BD%26src%3Dmso_recommend&m=9a5e32&from=m.so.com	3020
4	广西流浪汉月半小夜曲快手	haosou	4	540	856.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%259D%258E%25E5%2585%258B%25E5%258B%25A4%26pq%3D%25E5%25B9%25BF%25E8%25A5%25BF%25E6%25B5%2581%25E6%25B5%25AA%25E6%25B1%2589%25E6%259C%2588%25E5%258D%258A%25E5%25B0%258F%25E5%25A4%259C%25E6%259B%25B2%25E5%25BF%25AB%25E6%2589%258B%26src%3Dmso_recommend&m=d3b6fa&from=m.so.com	3419
7	宝塔镇河妖的下一句是什么	haosou	3	392	708.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%259D%25A8%25E5%25AD%2590%25E8%258D%25A3%26pq%3D%25E5%25AE%259D%25E5%25A1%2594%25E9%2595%2587%25E6%25B2%25B3%25E5%25A6%2596%25E7%259A%2584%25E4%25B8%258B%25E4%25B8%2580%25E5%258F%25A5%25E6%2598%25AF%25E4%25BB%2580%25E4%25B9%2588%26src%3Dmso_recommend&m=bcc688&from=m.so.com	2487
17	金贝辛格	haosou	4	600	916.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%259D%25B0%25E8%25A5%25BF%25E5%258D%25A1%25C2%25B7%25E9%2598%25BF%25E5%25B0%2594%25E8%258A%25AD%26pq%3D%25E9%2587%2591%25E8%25B4%259D%25E8%25BE%259B%25E6%25A0%25BC%26src%3Dmso_recommend&m=9e3b86&from=m.so.com	2380
31	果糖的主要功能	haosou	4	587	903.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%259F%25A0%25E6%25AA%25AC%25E9%2585%25B8%26pq%3D%25E6%259E%259C%25E7%25B3%2596%25E7%259A%2584%25E4%25B8%25BB%25E8%25A6%2581%25E5%258A%259F%25E8%2583%25BD%26src%3Dmso_recommend&m=920005&from=m.so.com	2430
40	深圳三和人才市场招聘	haosou	4	973	1289.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%25AC%25A3%25E6%2597%25BA%25E8%25BE%25BE%25E7%2594%25B5%25E5%25AD%2590%25E8%2582%25A1%25E4%25BB%25BD%25E6%259C%2589%25E9%2599%2590%25E5%2585%25AC%25E5%258F%25B8%26pq%3D%25E6%25B7%25B1%25E5%259C%25B3%25E4%25B8%2589%25E5%2592%258C%25E4%25BA%25BA%25E6%2589%258D%25E5%25B8%2582%25E5%259C%25BA%25E6%258B%259B%25E8%2581%2598%26src%3Dmso_recommend&m=8a01f9&from=m.so.com	2771
19	长江水文网	haosou	4	562	878.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%25B0%25B4%25E5%2588%25A9%25E9%2583%25A8%25E9%2595%25BF%25E6%25B1%259F%25E6%25B0%25B4%25E5%2588%25A9%25E5%25A7%2594%25E5%2591%2598%25E4%25BC%259A%26pq%3D%25E9%2595%25BF%25E6%25B1%259F%25E6%25B0%25B4%25E6%2596%2587%25E7%25BD%2591%26src%3Dmso_recommend&m=250ca8&from=m.so.com	2789
22	天天向商软件官方下载	haosou	4	719	1035.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%25B1%25AA%25E6%25B6%25B5%26pq%3D%25E5%25A4%25A9%25E5%25A4%25A9%25E5%2590%2591%25E5%2595%2586%25E8%25BD%25AF%25E4%25BB%25B6%25E5%25AE%2598%25E6%2596%25B9%25E4%25B8%258B%25E8%25BD%25BD%26src%3Dmso_recommend&m=277b46&from=m.so.com	3330
34	海马s5	haosou	4	923	1239.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%25B5%25B7%25E9%25A9%25ACs7%26pq%3D%25E6%25B5%25B7%25E9%25A9%25ACs5%26src%3Dmso_recommend&m=30b4e8&from=m.so.com	3172
24	天气预报济南	haosou	4	1262	1582	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%25BF%25AE%25E9%2598%25B3%25E5%25A4%25A9%25E6%25B0%2594%25E9%25A2%2584%25E6%258A%25A5%26pq%3D%25E5%25A4%25A9%25E6%25B0%2594%25E9%25A2%2584%25E6%258A%25A5%25E6%25B5%258E%25E5%258D%2597%26src%3Dmso_recommend&m=75d31d&from=m.so.com	832
29	炒饼的做法	haosou	4	1227	1543.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E7%2582%2592%25E9%259D%25A2%26pq%3D%25E7%2582%2592%25E9%25A5%25BC%25E7%259A%2584%25E5%2581%259A%25E6%25B3%2595%26src%3Dmso_recommend&m=14ebf9&from=m.so.com	3109
28	光头强动画片全集	haosou	4	613	929.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E7%2586%258A%25E5%2587%25BA%25E6%25B2%25A1%25E4%25B9%258B%25E5%25B9%25B4%25E8%25B4%25A7%26pq%3D%25E5%2585%2589%25E5%25A4%25B4%25E5%25BC%25BA%25E5%258A%25A8%25E7%2594%25BB%25E7%2589%2587%25E5%2585%25A8%25E9%259B%2586%26src%3Dmso_recommend&m=533ef2&from=m.so.com	2146
14	小说排行榜	haosou	4	942	1258.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E7%258E%2584%25E5%25B9%25BB%25E5%25B0%258F%25E8%25AF%25B4%26pq%3D%25E5%25B0%258F%25E8%25AF%25B4%25E6%258E%2592%25E8%25A1%258C%25E6%25A6%259C%26src%3Dmso_recommend&m=dfec6f&from=m.so.com	3071
8	球球大作战兑换码礼品	haosou	4	714	1030.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E7%258E%258B%25E7%2583%2581%26pq%3D%25E7%2590%2583%25E7%2590%2583%25E5%25A4%25A7%25E4%25BD%259C%25E6%2588%2598%25E5%2585%2591%25E6%258D%25A2%25E7%25A0%2581%25E7%25A4%25BC%25E5%2593%2581%26src%3Dmso_recommend&m=1fa366&from=m.so.com	2791
6	中国新歌声主题曲	haosou	4	881	1197.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E7%2594%25B5%25E5%25BD%25B1%25E4%25B8%25BB%25E9%25A2%2598%25E6%259B%25B2%26pq%3D%25E4%25B8%25AD%25E5%259B%25BD%25E6%2596%25B0%25E6%25AD%258C%25E5%25A3%25B0%25E4%25B8%25BB%25E9%25A2%2598%25E6%259B%25B2%26src%3Dmso_recommend&m=a15066&from=m.so.com	3079
23	笃字的拼音	haosou	4	535	851.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E7%25AC%2583%25E5%25AE%259A%26pq%3D%25E7%25AC%2583%25E5%25AD%2597%25E7%259A%2584%25E6%258B%25BC%25E9%259F%25B3%26src%3Dmso_recommend&m=388779&from=m.so.com	2147
11	美女图片	haosou	4	856	1176	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E8%2583%25B8%25E6%25A8%25A1%26pq%3D%25E7%25BE%258E%25E5%25A5%25B3%25E5%259B%25BE%25E7%2589%2587%26src%3Dmso_recommend&m=8d91d0&from=m.so.com	2562
1	走路软件	haosou	4	654	970.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E8%258A%25B1%25E6%25A4%2592%26pq%3D%25E8%25B5%25B0%25E8%25B7%25AF%25E8%25BD%25AF%25E4%25BB%25B6%26src%3Dmso_recommend&m=dc1c51&from=m.so.com	2499
47	一路顺疯	haosou	4	792	1108.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E8%2592%258B%25E6%25A2%25A6%25E5%25A9%2595%26pq%3D%25E4%25B8%2580%25E8%25B7%25AF%25E9%25A1%25BA%25E7%2596%25AF%26src%3Dmso_recommend&m=365e1b&from=m.so.com	3501
46	百度	haosou	4	696	1012.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E8%25B4%25B4%25E5%2590%25A7%26pq%3D%25E7%2599%25BE%25E5%25BA%25A6%26src%3Dmso_recommend&m=ddb111&from=m.so.com	2223
10	wipe cache partition	haosou	4	615	931.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E8%25B6%2585%25E7%25BA%25A7ROOT%26pq%3Dwipe%2520cache%2520partition%26src%3Dmso_recommend&m=cf97e8&from=m.so.com	1985
3	全民大学霸	haosou	4	479	795.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E9%2587%258D%25E7%2594%259F%25E4%25B9%258B%25E7%25A5%259E%25E7%25BA%25A7%25E5%25AD%25A6%25E9%259C%25B8%26pq%3D%25E5%2585%25A8%25E6%25B0%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%259C%25B8%26src%3Dmso_recommend&m=a16ba3&from=m.so.com	2078
18	海南碧桂园	haosou	4	1042.1875	1358.9375	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E9%259B%2585%25E5%25B1%2585%25E4%25B9%2590%25E6%25B8%2585%25E6%25B0%25B4%25E6%25B9%25BE%26pq%3D%25E6%25B5%25B7%25E5%258D%2597%25E7%25A2%25A7%25E6%25A1%2582%25E5%259B%25AD%26src%3Dmso_recommend&m=0870a4&from=m.so.com	2807
25	雪佛兰	haosou	4	1233.1875	1549.9375	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E9%259B%25AA%25E4%25BD%259B%25E5%2585%25B0%25E6%2596%25B0%25E8%25B5%259B%25E6%25AC%25A7%26pq%3D%25E9%259B%25AA%25E4%25BD%259B%25E5%2585%25B0%26src%3Dmso_recommend&m=73addc&from=m.so.com	3007
30	腾讯电脑管家	haosou	4	735	1051.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D360%25E4%25BC%2581%25E4%25B8%259A%25E5%25AE%2589%25E5%2585%25A8%26pq%3D%25E8%2585%25BE%25E8%25AE%25AF%25E7%2594%25B5%25E8%2584%2591%25E7%25AE%25A1%25E5%25AE%25B6%26src%3Dmso_recommend&m=73404c&from=m.so.com	2234
49	大乐透	haosou	4	631	947.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D360%25E5%25BD%25A9%25E7%25A5%25A8%26pq%3D%25E5%25A4%25A7%25E4%25B9%2590%25E9%2580%258F%26src%3Dmso_recommend&m=3f8b41&from=m.so.com	2336
33	note7国行爆炸	haosou	4	742	1058.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D360%25E6%2589%258B%25E6%259C%25BA%26pq%3Dnote7%25E5%259B%25BD%25E8%25A1%258C%25E7%2588%2586%25E7%2582%25B8%26src%3Dmso_recommend&m=13ca92&from=m.so.com	300
12	oppor9	haosou	4	919	1235.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D360%25E6%2589%258B%25E6%259C%25BA%26pq%3Doppor9%26src%3Dmso_recommend&m=75f039&from=m.so.com	2752
43	我的世界籽岷	haosou	4	952	1268.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3Dherobrine%26pq%3D%25E6%2588%2591%25E7%259A%2584%25E4%25B8%2596%25E7%2595%258C%25E7%25B1%25BD%25E5%25B2%25B7%26src%3Dmso_recommend&m=42beb3&from=m.so.com	2421
28	光头强动画片全集	haosou	1	6	303	0	http://m.so.com/jump?u=http%3A%2F%2Fm.video.so.com%2Fandroid%2Fct%2FPE4mbsOmMYK2DT.html&m=0e80e7&from=m.so.com&type=video&sid=2d8dc9577264ff109c18e57a15837616	1285
42	韩剧步步惊心丽	haosou	1	6	299	0	http://m.so.com/jump?u=http%3A%2F%2Fm.video.so.com%2Fandroid%2Ftv%2FPrFvan7kSm0tOH.html&m=3af975&from=m.so.com&type=video&sid=4fa6bf1e372e4b190ae3fc492fd5d9f7	885
43	我的世界籽岷	haosou	1	6	518	0	http://m.so.com/jump?u=http%3A%2F%2Fm.video.so.com%2Fandroid%2Fva%2FasAnanNu7pgCEj.html&m=c03456&from=m.so.com&type=video&sid=ef408c09dba3cf996d7097e53b814674	1109
24	天气预报济南	haosou	1	6	737	0	http://m.so.com/jump?u=http%3A%2F%2Fm.weather.com.cn%2Fmweather15d%2F101120101.shtml&m=0dc0e1&from=m.so.com&type=weather&sid=32f271ba0de55a16d6d286100276b21f	2022
25	雪佛兰	haosou	5	1555.9375	1829.9375	0	http://m.so.com/jump?u=http%3A%2F%2Fwww.chevrolet.com.cn%2Fbrandsite%2F&m=6d080e&from=m.so.com&type=new_service&sid=5ddb20d7cb0cabb9c0034a4d3ec623f9	1193
35	申通快递	haosou	1	0	534	0	http://m.so.com/jump?u=http%3A%2F%2Fwww.guoguo-app.com%2FqueryByCode.htm%3Fcptype%3Dall%26cpcode%3DSTO%26mailNo%3D&m=707073&from=m.so.com&type=kuaidi_new&sid=797e0ba932f88e7d66effc68c89f0734	438
35	申通快递	haosou	4	1321	1530	0	http://m.so.com/jump?u=http%3A%2F%2Fwww.sto.cn%2Findex.html&m=1c46ed&from=m.so.com&type=new_service&sid=797e0ba932f88e7d66effc68c89f0734	1592
43	我的世界籽岷	haosou	2	524	695	0	http://m.so.com/jump?u=http%3A%2F%2Fwww.waqu.com%2Fvshare%2Fplaylist.php%3Fplaylistid%3D5526154986c64320bc5409e3%26source%3D360qingBstyle&m=1411a4&from=m.so.com&type=biu_svideo_waqu&sid=ef408c09dba3cf996d7097e53b814674	300
29	炒饼的做法	haosou	3	1050	1222	0	http://m.so.com/jump?u=http%3A%2F%2Fwww.waqu.com%2Fvshare%2Fplaylist.php%3Fplaylistid%3D575509ddcecaab7793a36012%26source%3D360qingBstyle&m=535293&from=m.so.com&type=biu_svideo_waqu&sid=51072b1f0477a5e785a3f35925562e10	300
9	好看的小说	haosou	1	10	600	0	http://m.so.com/s?q=%E5%A5%BD%E7%9C%8B%E7%9A%84%E5%B0%8F%E8%AF%B4#全部&srcg=	2975
14	小说排行榜	haosou	1	6	606	0	http://m.so.com/s?q=%E5%B0%8F%E8%AF%B4%E6%8E%92%E8%A1%8C%E6%A6%9C#全部&srcg=	2885
23	笃字的拼音	haosou	1	6	167	0	http://m.so.com/s?q=%E7%AC%83%E5%AD%97%E7%9A%84%E6%8B%BC%E9%9F%B3#more&srcg=	2373
47	一路顺疯	sogou	1	7	276	0	http://m.sogou.com/video/moviedetail.jsp?keyword=%D2%BB%C2%B7%CB%B3%B7%E8&p=40230600&vrid=70000700	1865
2	49天之同人	sm	5	648	810	0	http://m.sohu.com/n/304706473/	7449
2	49天之同人	sogou	2	159	301	0	http://m.sohu.com/n/304706473/?_trans_=000014_sougou_ss&v=3	7449
13	拔罐之后皮肤很黑是什么情况	baidu	3	382	504	0	http://m.sohu.com/n/419441868/	8776
33	note7国行爆炸	haosou	2	294	512	0	http://m.sohu.com/n/468621493/	7631
20	梦见失去工作	sm	3	416	565	0	http://m.sosuo.name/jiemeng/27246-shiqugongzuo	5570
20	梦见失去工作	haosou	5	895.75	1089.75	0	http://m.sosuo.name/jiemeng/27246-shiqugongzuo	5328
20	梦见失去工作	sogou	4	690	855	0	http://m.sosuo.name/jiemeng/71474-zijishiqu	5166
20	梦见失去工作	baidu	3	318	459	0	http://m.sosuo.name/jiemeng/71474-zijishiqu	5408
20	梦见失去工作	haosou	3	384	567	0	http://m.sosuo.name/jiemeng/71474-zijishiqu	5408
33	note7国行爆炸	sogou	2	489	543	0	http://m.szhk.com/pic/news_282949149001591.html	300
40	深圳三和人才市场招聘	baidu	2	164	286	0	http://m.szsh.com/touch/	2297
40	深圳三和人才市场招聘	sm	1	180	309	0	http://m.szsh.com/touch/	2297
40	深圳三和人才市场招聘	haosou	1	382	565	0	http://m.szsh.com/touch/	2297
24	天气预报济南	haosou	5	1588	1788	0	http://m.tianqi.com/jinan	3083
24	天气预报济南	sogou	4	1022	1192	0	http://m.tianqi.com/jinan/	3043
33	note7国行爆炸	sogou	1	6	479	0	http://m.tiexue.net/touch/thread_12135559_1.html?id006	4773
6	中国新歌声主题曲	baidu	5	734	878	0	http://m.ting30.com/zy/2016/057271.html	-1
4	广西流浪汉月半小夜曲快手	baidu	2	142	286	0	http://m.toutiao.com/i6292149454237598210/	633
4	广西流浪汉月半小夜曲快手	sm	2	180	309	0	http://m.toutiao.com/i6292149454237598210/	633
4	广西流浪汉月半小夜曲快手	sm	3	315	444	0	http://m.toutiao.com/i6298956059478327810/	633
42	韩剧步步惊心丽	sm	2	1708	1953	0	http://m.tvmao.com/drama/JC9lKSk=	3070
2	49天之同人	sm	4	478	642	0	http://m.txt.rain8.com/view.php?aid=24264	2766
36	比萨斜塔	haosou	2	331	525	0	http://m.ufo-1.cn/article/201506/bsxt.html	7416
6	中国新歌声主题曲	haosou	1	10	343	0	http://m.v.360kan.com/sv/cYTma2DqShD6US.html	1142
43	我的世界籽岷	baidu	5	1015.265625	1159.265625	0	http://m.v.baidu.com/tvshow/11524?src=video	1610
43	我的世界籽岷	sm	4	1444	1573	0	http://m.v.huya.com/u/660719920	1810
47	一路顺疯	haosou	1	6	356	0	http://m.video.so.com/android/m/haXoZkP8R0PASx.html	656
24	天气预报济南	haosou	3	1056	1256	0	http://m.weather.com.cn/mweather/101120101.shtml	3005
46	百度	sm	5	1174	1334	0	http://m.weibo.cn/d/baiduguanfang?jumpfrom=weibocom	316
4	广西流浪汉月半小夜曲快手	haosou	3	382	534	0	http://m.weibo.cn/d/chenxuhui168?jumpfrom=weibocom	316
15	江疏影	baidu	4	630	810	0	http://m.weibo.cn/n/%E6%B1%9F%E7%96%8F%E5%BD%B1?c=spr_qdhz_bd_baidusmt_weibo_s&wm=5091_0010&from=ba_s0010	316
15	江疏影	haosou	4	671	792	0	http://m.weibo.cn/u/1549364094?wm=48008_0001	316
4	广西流浪汉月半小夜曲快手	haosou	5	862.75	1014.75	0	http://m.weibo.cn/u/1966024595?jumpfrom=weibocom	316
4	广西流浪汉月半小夜曲快手	sm	5	585	714	0	http://m.weixinla.com/document/26193429/	4679
10	wipe cache partition	haosou	2	206	387	0	http://m.wenda.so.com/q/1353488198125661?src=150	1142
21	春江花月夜原文	haosou	5	1076.75	1325.75	0	http://m.wenda.so.com/q/1361495695061817?src=140	300
23	笃字的拼音	haosou	5	857.75	948.75	0	http://m.wenda.so.com/q/1362093975060986?src=140	979
5	提现到挂失的银行卡里怎么办	haosou	5	941.75	1190.75	0	http://m.wenda.so.com/q/1365640296063761?src=140	1491
7	宝塔镇河妖的下一句是什么	haosou	2	195	386	0	http://m.wenda.so.com/q/1366787773061541	1698
23	笃字的拼音	haosou	3	338	529	0	http://m.wenda.so.com/q/1372351808068560	3285
16	闵行区农业银行	haosou	5	1322.75	1571.75	0	http://m.wenda.so.com/q/1374738129060600?src=140	2625
50	下面痒是怎么回事	haosou	4	625	764	0	http://m.wenda.so.com/q/1378208882069602	1038
31	果糖的主要功能	haosou	2	203	394	0	http://m.wenda.so.com/q/1378309645063100	3613
31	果糖的主要功能	haosou	1	6	197	0	http://m.wenda.so.com/q/1382845742068716	2209
5	提现到挂失的银行卡里怎么办	haosou	3	396	613	0	http://m.wenda.so.com/q/1454720126723486	903
7	宝塔镇河妖的下一句是什么	haosou	5	879.75	1070.75	0	http://m.wenda.so.com/q/1459372331721819	1075
8	球球大作战兑换码礼品	haosou	3	493	708	0	http://m.wenda.so.com/q/1470974287727559	1119
5	提现到挂失的银行卡里怎么办	haosou	2	195	390	0	http://m.wenda.so.com/q/1473865382724058	1441
18	海南碧桂园	sm	1	6	169	0	http://m.wofang.com/building/10195/	2756
18	海南碧桂园	sogou	2	176	318	0	http://m.wofang.com/building/10195/showRoom/	1872
18	海南碧桂园	baidu	2	215	359	0	http://m.wofang.com/building/9955/	2712
49	大乐透	sm	1	74	323	0	http://m.woying.com/kaijiang/dlt/16110.html?site=412	817
29	炒饼的做法	baidu	4	529	722.703125	0	http://m.xiangha.com/caipu/zs-chaobing/?xhdl=baidu_aladdin	4320
29	炒饼的做法	sm	3	609	949	0	http://m.xiangha.com/so/?q=caixi&sfrom=uc&s=%E7%82%92%E9%A5%BC	4304
32	上海商学院志愿者服务网	sogou	4	398	537	0	http://m.xinmin.cn/mobile/news/content/17717479/bed15c01c88744178188567522a3d015	864
29	炒饼的做法	sogou	2	380	523	0	http://m.xinshipu.com/jiachangzuofa/20228/	2486
5	提现到挂失的银行卡里怎么办	baidu	2	164	308	0	http://m.xue163.com/19990/617525/617525502506996012.html	11623
13	拔罐之后皮肤很黑是什么情况	sogou	2	409	550	0	http://m.xuexila.com/yuanyin/1050185.html	3328
42	韩剧步步惊心丽	baidu	3	985.15625	1129.15625	0	http://m.y3600.com/78/737.html#play	3686
15	江疏影	baidu	5	817	961	0	http://m.youth.cn/pcarticle/2919731	2348
13	拔罐之后皮肤很黑是什么情况	baidu	5	668	809	0	http://m.ys137.com/zyys/141834.html?from=pc2wap_baidu	4921
13	拔罐之后皮肤很黑是什么情况	haosou	5	887.75	1081.75	0	http://m.ys137.com/zyys/142252.html	6183
6	中国新歌声主题曲	sogou	1	7	149	0	http://m.yue365.com/musiclist/70088.shtml	1155
6	中国新歌声主题曲	sogou	4	696	861	0	http://m.yue365.com/play/32148/381604.shtml	1990
15	江疏影	haosou	2	174	525	0	http://m.yulefm.com/sneidi/2016-09-18/82619.html	4315
8	球球大作战兑换码礼品	sogou	2	159	324	0	http://m.yxdown.com/linghao/game147983/	300
1	走路软件	sm	1	472	636	0	http://m.yxlady.com/mt/201509/878784.shtml	5262
6	中国新歌声主题曲	haosou	2	353	611	0	http://m.yy8844.cn/ting/cnmsv/cvmscc.shtml	2282
6	中国新歌声主题曲	sm	1	6	171	0	http://m.yy8844.cn/zhuanjilist/uoovv.shtml	2129
23	笃字的拼音	sogou	3	441	584	0	http://m.zd.diyifanwen.com/zidian/D/0931805050362016331.htm	1069
23	笃字的拼音	baidu	3	340	462	0	http://m.zd.diyifanwen.com/zidian/D/0931805050362016331.htm	1069
23	笃字的拼音	sm	2	321	486	0	http://m.zd.diyifanwen.com/zidian/D/0931805050362016331.htm	1069
20	梦见失去工作	sogou	2	299	441	0	http://m.zgjm.org/jiexi/91986.html	4664
20	梦见失去工作	baidu	1	10	154	0	http://m.zgjm.org/jiexi/91986.html	4664
14	小说排行榜	baidu	5	880	1024	0	http://m.zongheng.com/h5/rank/index/?h5=1	1405
38	广州市第八人民医院	baidu	4	572.703125	742.703125	0	http://map.baidu.com/mobile/webapp/search/search/qt=inf&uid=fb01ecd8c199660d9c09f7d8/?third_party=webapp-aladdin	410
35	申通快递	baidu	3	375.375	609.3125	0	http://map.baidu.com/mobile/webapp/search/search/qt=s&wd=%E7%94%B3%E9%80%9A%E5%BF%AB%E9%80%92&region=%E5%8C%97%E4%BA%AC&c=131/third_party=aladdin-webapp	1507
45	绿地集团	baidu	5	945	1132	0	http://map.baidu.com/mobile/webapp/search/search/qt=s&wd=%E7%BB%BF%E5%9C%B0%E9%9B%86%E5%9B%A2&c=131&b=&nb_x=&nb_y=&l=1&center_rank=1/?third_party=webapp-aladdin	1213
35	申通快递	sogou	3	483	1023	0	http://map.sogou.com/#city=%u5317%u4eac&lq=%u7533%u901A%u5FEB%u9012&topage=searchlist&ad=1&originurltype=WL_VR_Point&notuseapp=1&appid=sgmea0013&where=12950500,4801656.25,12989125,4907218.75,0&page=1,10&c=12969812.5,4854437.5,11	300
38	广州市第八人民医院	sogou	4	1075	1237	0	http://map.sogou.com/#city=%u5e7f%u5dde&lq=%u5E7F%u5DDE%u5E02%u7B2C%u516B%u4EBA%u6C11%u533B%u9662&topage=searchlist&ad=1&originurltype=WL_VR_Point&notuseapp=1&appid=sgmea0013&c=12610553,2637545,12&where=12594000,2625937.5,12627062.5,2649187.5,0&page=1,10	300
39	青岛职业技术学院	sogou	4	469	1009	0	http://map.sogou.com/#city=%u9752%u5c9b&lq=%u9752%u5C9B%u804C%u4E1A%u6280%u672F%u5B66%u9662&topage=searchlist&ad=1&originurltype=WL_VR_Point&notuseapp=1&appid=sgmea0013&c=13383914,4330610,9&where=13251500,4237750,13516000,4423750,0&page=1,10	300
45	绿地集团	sogou	1	7	146	0	http://map.sogou.com/m/webapp/m.html#	300
26	严东生逝世	haosou	3	446	642	0	http://mil.sina.cn/zgjq/2016-09-18/detail-ifxvyqvy6641325.d.html?from=wap	2816
26	严东生逝世	baidu	1	10	757.03125	0	http://mini.cctv.com/tuiguang/mip/a/h/2016/09/18/ARTIsNalhjoClhGLeoKqK1HA160918.shtml?srcfr=baidu_mip	2012
33	note7国行爆炸	sm	2	681.75	843.75	0	http://mini.eastday.com/mobile/160902090300094.html	4132
33	note7国行爆炸	sm	1	6	675.75	0	http://mini.eastday.com/mobile/160918101432796.html	3821
11	美女图片	sogou	3	521	664	0	http://mm.17gexing.com/#m/http://www.17gexing.com/meinvtupian/	3962
30	腾讯电脑管家	baidu	1	10	183.375	0	http://mobile.baidu.com/item?docid=9911145&source=aladdin@wise_app_13@button&ala=wise_app@strong@%E8%85%BE%E8%AE%AF%E7%94%B5%E8%84%91%E7%AE%A1%E5%AE%B6&from=1015530c	1446
26	严东生逝世	sogou	4	814	1099	0	http://mp.weixin.qq.com/s?__biz=MjM5MTQ1MjYxNw==&mid=2649813981&idx=5&sn=66d6bade560b841f735f60d2e357d2c0	1914
13	拔罐之后皮肤很黑是什么情况	sogou	4	787	1098	0	http://mp.weixin.qq.com/s?__biz=MjM5NDcxMzk1NA==&mid=208479900&idx=1&sn=1694933631c3c5a67ba115d3ae0596f3	2984
31	果糖的主要功能	sogou	5	727	1012	0	http://mp.weixin.qq.com/s?__biz=MzA4MzI3MzAxMg==&mid=202205914&idx=4&sn=bcf4d68385a90922fba9ac274642ad8c	2177
20	梦见失去工作	sogou	5	861	1146	0	http://mp.weixin.qq.com/s?__biz=MzA5MTg5NDQwNg==&mid=2658634368&idx=4&sn=33f0d3d07d5a4106dd70b8241b388e73	1617
16	闵行区农业银行	sogou	4	784	1069	0	http://mp.weixin.qq.com/s?__biz=MzAwMDkyMTk3NQ==&mid=2247484019&idx=5&sn=1818cccbf50a41da1d8fcd7a2c4cd911	2649
33	note7国行爆炸	sogou	3	549	867	0	http://mp.weixin.qq.com/s?__biz=MzI1MjM3NTAzMg==&mid=2247483665&idx=1&sn=b96ad6f393d8c5066a8b4802b0a7bede	321
